1184708422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184739090 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184768123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184806686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184839060 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184868126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184896922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184939120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184968205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1184996975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185038897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185067859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185096547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185163944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185217390 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185257773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185290797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185323513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185357718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30206374619 -0.088242 0.018061 2.608436 1.000000 -0.092162 0.080566 2.654676 1.000000 -0.082153 0.422363 2.643563 1.000000 -0.082581 0.574707 2.604983 1.000000 -0.233765 0.301514 2.598641 1.000000 -0.297951 0.052775 2.604798 1.000000 -0.294678 -0.156616 2.548354 1.000000 -0.311071 -0.205613 2.545440 1.000000 0.066833 0.305664 2.633798 1.000000 0.094971 0.055328 2.622553 1.000000 0.092773 -0.161011 2.577651 1.000000 0.090393 -0.213135 2.571792 1.000000 -0.156898 -0.050754 2.590809 1.000000 -0.119507 -0.477051 2.672860 1.000000 -0.125977 -0.784180 2.692865 1.000000 -0.120302 -0.808253 2.643861 1.000000 -0.021629 -0.048886 2.610340 1.000000 -0.081909 -0.471191 2.684579 1.000000 -0.081377 -0.780133 2.697572 1.000000 -0.075702 -0.804207 2.648568 1.000000
30206407804 -0.088284 0.018081 2.611644 1.000000 -0.092156 0.080544 2.657907 1.000000 -0.082136 0.422347 2.646280 1.000000 -0.082619 0.574616 2.609289 1.000000 -0.234347 0.301593 2.601358 1.000000 -0.298363 0.051677 2.606424 1.000000 -0.294757 -0.157159 2.549649 1.000000 -0.313801 -0.211336 2.545974 1.000000 0.066774 0.305723 2.636199 1.000000 0.095256 0.054337 2.623901 1.000000 0.092884 -0.161342 2.577978 1.000000 0.090149 -0.218555 2.572452 1.000000 -0.157056 -0.050784 2.593953 1.000000 -0.149750 -0.407959 2.637491 1.000000 -0.126463 -0.768747 2.690595 1.000000 -0.120169 -0.795737 2.635642 1.000000 -0.021645 -0.048905 2.613528 1.000000 -0.056587 -0.411011 2.643350 1.000000 -0.079868 -0.771803 2.696435 1.000000 -0.073575 -0.798793 2.641482 1.000000
30206441759 -0.088331 0.017499 2.612567 1.000000 -0.092107 0.079981 2.659065 1.000000 -0.082559 0.422038 2.647125 1.000000 -0.082652 0.574570 2.610975 1.000000 -0.234315 0.301634 2.602322 1.000000 -0.298181 0.051471 2.606364 1.000000 -0.294994 -0.157562 2.550480 1.000000 -0.314746 -0.213645 2.545288 1.000000 0.065139 0.304326 2.635481 1.000000 0.095310 0.052577 2.623392 1.000000 0.092956 -0.161280 2.578341 1.000000 0.089803 -0.220527 2.571841 1.000000 -0.156935 -0.050891 2.595103 1.000000 -0.106262 -0.482666 2.684441 1.000000 -0.125159 -0.789105 2.695962 1.000000 -0.118897 -0.817043 2.639036 1.000000 -0.021824 -0.049507 2.614312 1.000000 -0.095459 -0.492188 2.694207 1.000000 -0.080904 -0.790015 2.701345 1.000000 -0.074642 -0.817953 2.644418 1.000000
30206475240 -0.088792 0.016986 2.612816 1.000000 -0.092426 0.079596 2.659449 1.000000 -0.082192 0.421691 2.646434 1.000000 -0.082638 0.574586 2.611893 1.000000 -0.234400 0.301573 2.602992 1.000000 -0.298318 0.051850 2.606100 1.000000 -0.295595 -0.157344 2.550632 1.000000 -0.319473 -0.212641 2.542380 1.000000 0.064963 0.303977 2.635870 1.000000 0.095510 0.052341 2.623685 1.000000 0.096128 -0.156052 2.579363 1.000000 0.090102 -0.216085 2.571891 1.000000 -0.157380 -0.051204 2.595695 1.000000 -0.154266 -0.397583 2.635193 1.000000 -0.126294 -0.772696 2.692686 1.000000 -0.120135 -0.800955 2.635157 1.000000 -0.022567 -0.050188 2.614309 1.000000 -0.047340 -0.396118 2.647889 1.000000 -0.079279 -0.772410 2.698233 1.000000 -0.073119 -0.800669 2.640704 1.000000
